,id,type,subtype,price,Transaction Type,zip,KitchenType,constructionYear,Building condition,energy_heatingType,Energy Consumption Level,bedroom_count,Land surface,Attic Exists,Basement Exists,Garden surface,Outdoor terrace exists,Specificities SME office exists,Wellness Equipment Swimming Pool,Parking parking Space Count indoor,Parking SpaceCount outdoor,Condition is Newly Built,date
19279,10050402,house,house,290000,forsale,6760,installed,1920,good,,283,4,622,,true,,,,,1,,,10/18/22
19280,10125617,house,house,294500,forsale,4920,semiequipped,1947,asnew,fueloil,317,3,1975,,true,,true,,,,5,,10/18/22
19281,9853003,house,house,295000,forsale,4550,installed,2022,,gas,,3,640,,,,true,,,1,2,,10/18/22
19282,10075316,house,house,295000,forsale,5060,semiequipped,,good,fueloil,495,3,858,,true,395,true,,,1,2,,10/18/22
19283,10111292,house,villa,295000,forsale,5190,semiequipped,,tobedoneup,fueloil,440,3,995,,true,577,true,,,1,,,10/18/22
19284,10103534,house,house,295000,forsale,9320,hyperequipped,,asnew,gas,158,4,80,true,true,,true,,,,1,,10/18/22
19285,10120604,house,house,298000,forsale,1730,hyperequipped,1920,asnew,gas,290,3,193,,true,110,true,true,,,,,10/18/22
19286,10027604,house,house,299000,forsale,1350,installed,,good,gas,473,5,525,true,true,282,true,,,,2,,10/18/22
19287,10096968,house,house,299000,forsale,1370,installed,,good,fueloil,420,3,149,true,true,76,true,,,1,,,10/18/22
19288,9342472,house,apartmentblock,299000,forsale,6700,installed,,tobedoneup,electric,648,3,0,,true,,,,,,,,10/18/22
19289,9342467,house,mixedusebuilding,299000,forsale,6700,installed,,tobedoneup,electric,648,3,0,,true,,,,,,,,10/18/22
19290,10066211,house,house,299000,forsale,8000,installed,,good,gas,342,2,0,,,,true,,,,,,10/18/22
19291,9826572,house,house,300000,forsale,1470,installed,1899,good,gas,327,4,240,true,true,200,true,,,,,,10/18/22
19292,9936565,house,house,300000,forsale,1640,,,good,,449,2,230,,true,150,true,,,,,,10/18/22
19293,9799987,house,house,300000,forsale,3040,notinstalled,1973,torenovate,fueloil,850,2,1180,,,1180,,,,,3,,10/18/22
19294,10086810,house,mixedusebuilding,300000,forsale,4000,semiequipped,,good,gas,176,2,130,,true,,,true,,,,,10/18/22
19295,9657674,house,house,309000,forsale,1020,notinstalled,,torenovate,gas,518,5,0,true,true,,,,,,,,10/18/22
19296,10102472,house,house,395000,forsale,7000,semiequipped,,good,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19297,10102510,house,otherproperty,395000,forsale,7000,semiequipped,,tobedoneup,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19298,10158614,house,villa,535000,forsale,3600,installed,1983,good,gas,173,3,1222,,true,,true,,,1,,,10/18/22
19299,10158612,house,house,485000,forsale,1800,usainstalled,1918,good,gas,198,6,230,,true,56,,true,,2,,,10/18/22
19300,10158611,house,house,150000,forsale,7643,,,,fueloil,473,4,385,,,,,,,1,,,10/18/22
19301,10158609,house,villa,285000,forsale,7301,installed,,justrenovated,fueloil,184,4,0,,,,true,,true,1,3,,10/18/22
19302,10158607,house,otherproperty,385000,forsale,7600,,,tobedoneup,,,24,0,,,,,,,,,,10/18/22
19303,10158604,apartment,groundfloor,220000,forsale,1180,,,good,gas,56,1,,,true,,,true,,,,,10/18/22
19304,10117490,house,house,309000,forsale,9070,usasemiequipped,1936,tobedoneup,gas,453,3,181,,true,,true,,,,1,,10/18/22
19305,9991494,house,house,309500,forsale,4684,installed,,asnew,gas,474,2,490,,true,140,true,true,,1,5,,10/18/22
19306,10087700,house,house,310000,forsale,9300,hyperequipped,,asnew,gas,175,3,200,true,true,65,true,,,,1,,10/18/22
19307,10114446,house,house,310000,forsale,9500,installed,,asnew,fueloil,306,3,471,true,true,230,true,,,,2,,10/18/22
19308,10116917,house,house,310000,forsale,9506,installed,,asnew,fueloil,306,3,471,true,true,230,true,,,,2,,10/18/22
19309,10117285,house,house,315000,forsale,6747,installed,1976,good,fueloil,406,2,498,true,true,344,true,true,,1,1,,10/18/22
19310,10094449,house,house,315000,forsale,8660,semiequipped,,tobedoneup,gas,458,3,332,true,true,203,true,,,1,,,10/18/22
19311,10087172,house,bungalow,315000,forsale,8820,,1983,good,fueloil,458,3,802,,,,,,,1,,,10/18/22
19312,10085100,house,house,315000,forsale,8840,semiequipped,,tobedoneup,fueloil,,1,741,true,true,,true,,,,,,10/18/22
19313,10105859,house,house,319000,forsale,9520,semiequipped,1971,tobedoneup,gas,448,4,948,true,true,,true,,,1,2,,10/18/22
19314,10119676,house,house,320000,forsale,3500,installed,1968,good,gas,924,2,318,true,true,206,true,,,,1,,10/18/22
19315,9899176,house,countrycottage,325000,forsale,4860,hyperequipped,,good,fueloil,539,5,880,true,true,725,true,,,1,2,,10/18/22
19316,10074149,house,villa,325000,forsale,6210,usahyperequipped,1984,good,gas,185,3,1021,true,,,true,,true,1,4,,10/18/22
19317,10031495,house,house,325000,forsale,6220,,1930,asnew,gas,313,4,220,true,true,,,true,,,1,,10/18/22
19318,9991455,house,house,325000,forsale,7141,hyperequipped,2015,asnew,fueloil,136,4,303,,,223,true,true,,1,2,,10/18/22
19319,9971269,house,house,329000,forsale,3800,installed,2000,asnew,gas,257,3,406,true,true,98,true,,,1,3,,10/18/22
19320,9884253,house,house,329000,forsale,3806,installed,2000,asnew,gas,257,3,406,true,true,98,true,,,1,3,,10/18/22
19321,10119752,house,house,329000,forsale,8000,hyperequipped,,asnew,gas,145,3,179,true,,120,true,true,,1,2,,10/18/22
19322,10025022,house,house,329000,forsale,9230,semiequipped,1979,torenovate,gas,455,3,944,,true,,true,,,1,2,,10/18/22
19323,10090047,house,house,330000,forsale,1770,installed,1954,tobedoneup,gas,856,3,310,true,true,,true,,,2,2,,10/18/22
19324,10078184,house,house,330000,forsale,7100,installed,,asnew,gas,170,3,450,true,true,,true,true,,1,,,10/18/22
19325,9918731,house,townhouse,335000,forsale,1420,installed,1952,good,gas,333,4,271,true,true,,true,true,,1,1,,10/18/22
19326,9484574,house,house,335000,forsale,1800,semiequipped,,tobedoneup,gas,461,3,0,,true,120,true,true,,1,3,,10/18/22
19327,9869654,house,house,339000,forsale,4550,installed,1850,good,,411,3,855,,true,495,,,,2,,,10/18/22
19328,10075797,house,villa,339000,forsale,9900,installed,1966,torenovate,fueloil,636,5,730,,,,true,,,1,2,,10/18/22
19329,10044353,house,house,340000,forsale,6760,installed,2010,asnew,,133,4,500,,true,350,,,,,,,10/18/22
19330,10033791,house,house,345000,forsale,5060,installed,,good,fueloil,266,3,1550,,,1300,true,,,1,3,,10/18/22
19331,10059493,house,mansion,345000,forsale,6060,,1892,good,gas,421,4,480,true,true,323,true,true,,2,,,10/18/22
19332,10072845,house,house,349000,forsale,2861,installed,1992,,gas,365,2,0,,,,true,,,,2,,10/18/22
19333,9741603,house,house,349000,forsale,3680,installed,1965,good,fueloil,513,3,550,,true,,,,,,10,,10/18/22
19334,10102472,house,house,395000,forsale,7000,semiequipped,,good,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19335,10102510,house,otherproperty,395000,forsale,7000,semiequipped,,tobedoneup,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19336,10158614,house,villa,535000,forsale,3600,installed,1983,good,gas,173,3,1222,,true,,true,,,1,,,10/18/22
19337,10158612,house,house,485000,forsale,1800,usainstalled,1918,good,gas,198,6,230,,true,56,,true,,2,,,10/18/22
19338,10158611,house,house,150000,forsale,7643,,,,fueloil,473,4,385,,,,,,,1,,,10/18/22
19339,10158609,house,villa,285000,forsale,7301,installed,,justrenovated,fueloil,184,4,0,,,,true,,true,1,3,,10/18/22
19340,10158607,house,otherproperty,385000,forsale,7600,,,tobedoneup,,,24,0,,,,,,,,,,10/18/22
19341,10158604,apartment,groundfloor,220000,forsale,1180,,,good,gas,56,1,,,true,,,true,,,,,10/18/22
19342,10108529,house,house,349000,forsale,3800,hyperequipped,1950,good,fueloil,613,4,773,true,true,600,true,true,,1,1,,10/18/22
19343,10098889,house,house,349000,forsale,9300,installed,1950,justrenovated,gas,180,4,130,,,,,true,,,,,10/18/22
19344,10003755,house,house,350000,forsale,1480,semiequipped,1962,good,gas,262,4,320,,true,250,true,,,1,,,10/18/22
19345,10108898,house,house,350000,forsale,3210,semiequipped,1970,tobedoneup,electric,658,3,244,,,140,true,,,,,,10/18/22
19346,10086078,house,villa,350000,forsale,5590,installed,,asnew,fueloil,270,5,1254,,true,1,true,,true,2,4,,10/18/22
19347,10113077,house,house,350000,forsale,8650,hyperequipped,,asnew,gas,200,3,740,,,640,true,,,1,,,10/18/22
19348,9987302,house,house,355000,forsale,1190,installed,,tobedoneup,gas,584,3,89,true,true,9,,,,,,,10/18/22
19349,9950033,house,house,355000,forsale,9080,installed,,asnew,gas,214,2,204,true,,44,true,,,1,2,,10/18/22
19350,9974332,house,house,365000,forsale,8434,installed,1958,tobedoneup,gas,911,4,200,true,true,20,true,,,1,1,,10/18/22
19351,10064392,house,house,368000,forsale,3640,installed,1978,good,gas,217,5,450,,true,,true,,,1,,,10/18/22
19352,9966312,house,mixedusebuilding,369000,forsale,4600,installed,,good,fueloil,509,4,753,,true,360,true,true,true,,,,10/18/22
19353,9966311,house,house,369000,forsale,4600,installed,,good,fueloil,509,4,753,,true,360,true,true,true,,,,10/18/22
19354,10088218,house,house,369000,forsale,5020,,1971,good,fueloil,194,5,1852,true,,1710,true,,,,4,,10/18/22
19355,10014807,house,house,370000,forsale,9260,installed,1987,good,fueloil,897,3,718,,,350,true,true,,1,2,,10/18/22
19356,9998936,house,apartmentblock,375000,forsale,1070,,1950,tobedoneup,gas,272,4,123,,true,,,,,,,,10/18/22
19357,9961289,house,house,375000,forsale,1332,,,good,gas,802,2,1010,,,,true,,,1,1,,10/18/22
19358,10105304,house,house,375000,forsale,1410,installed,,good,gas,327,3,279,,true,,true,true,,1,,,10/18/22
19359,10088847,house,house,375000,forsale,5020,installed,,justrenovated,gas,405,5,2244,,true,,true,true,,1,15,,10/18/22
19360,9977049,house,villa,375000,forsale,6210,installed,1981,good,fueloil,275,3,1036,true,,,true,true,,1,5,,10/18/22
19361,10110465,house,house,375000,forsale,6600,installed,2021,,gas,,3,1196,,,,,,,,,,10/18/22
19362,10072998,house,mansion,375000,forsale,8400,installed,1905,good,gas,350,4,88,,,,true,,,,,,10/18/22
19363,10076127,house,bungalow,378000,forsale,3300,hyperequipped,1975,tobedoneup,fueloil,547,2,480,true,true,260,true,,,1,1,,10/18/22
19364,9990229,house,house,379000,forsale,1082,installed,,good,gas,321,3,169,,true,90,true,,,1,,,10/18/22
19365,10123525,house,house,379000,forsale,9420,hyperequipped,1997,good,gas,132,4,381,,,,true,,,1,1,,10/18/22
19366,9827677,house,house,380000,forsale,3090,notinstalled,1956,torenovate,gas,633,4,527,,true,527,true,true,,,,,10/18/22
19367,10030240,house,house,385000,forsale,1370,installed,,good,pellet,249,3,910,,true,500,true,,,4,3,,10/18/22
19368,9964305,house,bungalow,385000,forsale,3380,installed,1977,good,fueloil,348,3,23001,true,,22671,true,,,1,2,,10/18/22
19369,10104709,house,house,385000,forsale,3800,installed,1966,tobedoneup,fueloil,769,3,3136,true,true,2900,true,,,1,3,,10/18/22
19370,10029402,house,house,385000,forsale,6760,installed,1930,asnew,,370,4,560,,true,,,,,1,5,,10/18/22
19371,9939523,house,house,385000,forsale,6762,installed,2006,asnew,,193,3,657,,true,,,,,1,1,,10/18/22
19372,10102472,house,house,395000,forsale,7000,semiequipped,,good,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19373,10102510,house,otherproperty,395000,forsale,7000,semiequipped,,tobedoneup,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19374,10158614,house,villa,535000,forsale,3600,installed,1983,good,gas,173,3,1222,,true,,true,,,1,,,10/18/22
19375,10158612,house,house,485000,forsale,1800,usainstalled,1918,good,gas,198,6,230,,true,56,,true,,2,,,10/18/22
19376,10158611,house,house,150000,forsale,7643,,,,fueloil,473,4,385,,,,,,,1,,,10/18/22
19377,10158609,house,villa,285000,forsale,7301,installed,,justrenovated,fueloil,184,4,0,,,,true,,true,1,3,,10/18/22
19378,10158607,house,otherproperty,385000,forsale,7600,,,tobedoneup,,,24,0,,,,,,,,,,10/18/22
19379,10158604,apartment,groundfloor,220000,forsale,1180,,,good,gas,56,1,,,true,,,true,,,,,10/18/22
19380,10119247,house,house,385000,forsale,9300,installed,2007,asnew,gas,111,3,180,,,,true,,,1,,,10/18/22
19381,10098993,house,house,389000,forsale,3520,usahyperequipped,1950,good,gas,304,2,506,true,true,,true,,,,,,10/18/22
19382,10085903,house,house,389000,forsale,9300,installed,1995,good,gas,148,5,522,,true,,true,true,,,4,,10/18/22
19383,9774985,house,house,390000,forsale,1400,installed,,good,fueloil,499,3,1169,,true,,true,,,1,2,,10/18/22
19384,10091059,house,house,390000,forsale,2600,installed,,good,gas,143,2,205,,true,75,true,,,,,,10/18/22
19385,8874881,house,exceptionalproperty,390000,forsale,3380,hyperequipped,1891,good,gas,284,6,4432,true,true,4200,,true,,2,3,,10/18/22
19386,10127867,house,house,390000,forsale,9890,installed,2013,asnew,gas,110,3,304,,,,true,,,,4,,10/18/22
19387,9950816,house,apartmentblock,395000,forsale,1030,semiequipped,,tobedoneup,fueloil,468,3,172,,true,,,,,,,,10/18/22
19388,9532120,house,house,395000,forsale,1435,installed,1989,good,,310,4,872,,,709,true,,,1,3,,10/18/22
19389,9955760,house,house,395000,forsale,6760,installed,1934,good,,160,4,1500,,,1300,true,,,1,1,,10/18/22
19390,10128490,house,villa,395000,forsale,7322,,1995,good,fueloil,211,3,3000,true,true,2902,true,,,1,3,,10/18/22
19391,9849394,house,mansion,395000,forsale,8500,,1920,good,gas,242,4,89,,true,,true,,,,,,10/18/22
19392,10026239,house,house,395000,forsale,9680,,1960,torenovate,fueloil,1330,4,1720,true,true,,true,true,,1,,,10/18/22
19393,10026238,house,mixedusebuilding,395000,forsale,9680,,1960,torenovate,fueloil,1330,4,1720,true,true,,true,true,,1,,,10/18/22
19394,9950907,house,villa,397000,forsale,7711,installed,1971,good,fueloil,317,5,1290,,true,,,,,2,2,,10/18/22
19395,9984926,house,apartmentblock,399000,forsale,2580,semiequipped,,good,gas,274,3,856,,true,,true,true,,4,1,,10/18/22
19396,9973397,house,mixedusebuilding,399000,forsale,4020,installed,,good,gas,171,2,145,true,true,,,true,,,,,10/18/22
19397,10072497,house,house,399000,forsale,5310,installed,1955,good,pellet,195,3,1430,true,true,1250,true,true,,1,2,,10/18/22
19398,9978475,house,house,399000,forsale,8480,installed,,,gas,179,3,447,,,,,,,,,,10/18/22
19399,9978474,house,mixedusebuilding,399000,forsale,8480,installed,,,gas,179,3,447,,,,,,,,,,10/18/22
19400,10114986,house,house,399000,forsale,9300,installed,1966,good,fueloil,244,3,400,true,,295,true,,,2,2,,10/18/22
19401,10098978,house,house,399000,forsale,9300,usahyperequipped,1937,asnew,gas,293,3,475,true,true,,true,true,,1,4,,10/18/22
19402,10098977,house,mixedusebuilding,399000,forsale,9300,usahyperequipped,1937,asnew,gas,293,3,475,true,true,,true,true,,1,4,,10/18/22
19403,9893585,house,house,399000,forsale,9470,hyperequipped,,good,gas,420,4,257,true,true,150,true,,,1,2,,10/18/22
19404,10128471,house,villa,400000,forsale,7090,installed,1997,asnew,gas,246,2,1357,true,,,true,true,,1,8,,10/18/22
19405,9961341,house,house,400000,forsale,8840,,1992,good,gas,160,4,141,,,34,,,,,,,10/18/22
19406,10112275,house,house,405000,forsale,1090,,,torenovate,,,4,172,,,66,true,,,,,,10/18/22
19407,10129491,house,house,405000,forsale,1400,usainstalled,,asnew,gas,206,4,374,true,true,224,true,true,,,2,,10/18/22
19408,10038952,house,house,405000,forsale,1853,,,asnew,gas,,3,166,,,,true,,,1,,,10/18/22
19409,9997489,house,house,415000,forsale,1600,installed,1961,good,fueloil,514,3,390,true,true,,true,true,,1,1,,10/18/22
19410,10102472,house,house,395000,forsale,7000,semiequipped,,good,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19411,10102510,house,otherproperty,395000,forsale,7000,semiequipped,,tobedoneup,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19412,10158614,house,villa,535000,forsale,3600,installed,1983,good,gas,173,3,1222,,true,,true,,,1,,,10/18/22
19413,10158612,house,house,485000,forsale,1800,usainstalled,1918,good,gas,198,6,230,,true,56,,true,,2,,,10/18/22
19414,10158611,house,house,150000,forsale,7643,,,,fueloil,473,4,385,,,,,,,1,,,10/18/22
19415,10158609,house,villa,285000,forsale,7301,installed,,justrenovated,fueloil,184,4,0,,,,true,,true,1,3,,10/18/22
19416,10158607,house,otherproperty,385000,forsale,7600,,,tobedoneup,,,24,0,,,,,,,,,,10/18/22
19417,10158604,apartment,groundfloor,220000,forsale,1180,,,good,gas,56,1,,,true,,,true,,,,,10/18/22
19418,9484352,house,mixedusebuilding,419000,forsale,1790,semiequipped,,tobedoneup,,497,0,640,,,,,,,1,1,,10/18/22
19419,9862008,house,exceptionalproperty,419000,forsale,4460,semiequipped,,good,gas,368,3,3890,true,true,4008,true,true,,3,6,,10/18/22
19420,10057958,house,house,419000,forsale,5000,,1920,good,gas,240,6,305,,true,222,true,,,,,,10/18/22
19421,9996381,house,house,424000,forsale,4190,installed,,good,,417,5,3270,true,,2599,true,,,,,,10/18/22
19422,9941760,house,house,430000,forsale,6740,installed,1960,good,,228,6,1772,,true,1600,,,,1,6,,10/18/22
19423,10025210,house,house,435000,forsale,2150,usainstalled,1968,asnew,gas,108,2,461,,,326,true,true,,1,,,10/18/22
19424,10120807,house,house,436000,forsale,8400,,1993,asnew,gas,149,4,228,true,,145,true,,,1,,,10/18/22
19425,10109516,house,house,439000,forsale,9470,hyperequipped,2000,asnew,fueloil,220,3,541,true,,400,true,,,1,3,,10/18/22
19426,10094747,house,house,449000,forsale,1070,hyperequipped,1960,,gas,275,3,137,,,65,,,,1,,,10/18/22
19427,9946237,house,house,449000,forsale,2610,installed,,good,,173,3,228,,,,,,,1,1,,10/18/22
19428,9995060,house,house,449000,forsale,3380,,2004,asnew,gas,247,3,923,true,,,,,,1,2,,10/18/22
19429,10021567,house,house,449000,forsale,3500,hyperequipped,1964,justrenovated,gas,437,3,1000,,true,220,true,true,,,,,10/18/22
19430,9983756,house,house,449000,forsale,7141,hyperequipped,2016,asnew,,75,5,740,,,390,true,true,true,1,2,,10/18/22
19431,10071762,house,house,449000,forsale,9420,hyperequipped,1987,good,fueloil,230,4,1279,true,,800,true,true,,2,2,,10/18/22
19432,10011482,house,house,450000,forsale,1650,,,asnew,gas,400,3,0,,,,,,,,,,10/18/22
19433,9921282,house,exceptionalproperty,450000,forsale,4020,installed,1900,good,gas,368,6,575,,true,,true,true,,,10,,10/18/22
19434,10046292,house,mansion,450000,forsale,6567,usahyperequipped,1899,asnew,gas,365,5,370,,,50,true,true,,,1,,10/18/22
19435,10095703,house,townhouse,464000,forsale,2640,installed,1993,asnew,gas,151,3,237,,,162,,,,,,,10/18/22
19436,10052988,house,house,470000,forsale,2580,installed,,,fueloil,306,3,1140,,true,,true,,,2,3,,10/18/22
19437,10013572,house,house,470000,forsale,2811,installed,1996,,fueloil,241,3,1594,,,1200,true,,,1,3,,10/18/22
19438,10073237,house,house,470000,forsale,5570,hyperequipped,2017,asnew,,57,5,1232,,,,true,,,1,4,,10/18/22
19439,9983891,house,house,475000,forsale,1140,installed,1938,good,gas,320,3,0,,true,,true,,,,,,10/18/22
19440,9732856,house,bungalow,475000,forsale,3090,semiequipped,1969,torenovate,fueloil,456,3,566,,true,566,true,true,,7,3,,10/18/22
19441,9891628,house,house,479000,forsale,3770,installed,1947,good,fueloil,592,5,2458,true,true,2332,true,true,,1,5,,10/18/22
19442,10121148,house,house,480000,forsale,9120,installed,2000,asnew,gas,139,4,560,true,,309,true,,,1,3,,10/18/22
19443,10125091,house,bungalow,490000,forsale,1560,semiequipped,1974,tobedoneup,fueloil,576,2,1608,true,true,1100,true,,,1,2,,10/18/22
19444,10022229,house,house,490000,forsale,3090,usahyperequipped,2008,good,,131,4,160,,,,true,,,,1,,10/18/22
19445,10113824,house,farmhouse,490000,forsale,8610,installed,1975,torenovate,fueloil,667,3,13000,,true,,,,,1,,,10/18/22
19446,10106672,house,mansion,495000,forsale,2800,installed,,good,gas,229,4,203,,true,150,true,,,,,,10/18/22
19447,9970855,house,mixedusebuilding,495000,forsale,5100,installed,,good,fueloil,403,4,504,true,true,100,true,,,3,10,,10/18/22
19448,10102472,house,house,395000,forsale,7000,semiequipped,,good,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19449,10102510,house,otherproperty,395000,forsale,7000,semiequipped,,tobedoneup,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19450,10158614,house,villa,535000,forsale,3600,installed,1983,good,gas,173,3,1222,,true,,true,,,1,,,10/18/22
19451,10158612,house,house,485000,forsale,1800,usainstalled,1918,good,gas,198,6,230,,true,56,,true,,2,,,10/18/22
19452,10158611,house,house,150000,forsale,7643,,,,fueloil,473,4,385,,,,,,,1,,,10/18/22
19453,10158609,house,villa,285000,forsale,7301,installed,,justrenovated,fueloil,184,4,0,,,,true,,true,1,3,,10/18/22
19454,10158607,house,otherproperty,385000,forsale,7600,,,tobedoneup,,,24,0,,,,,,,,,,10/18/22
19455,10158604,apartment,groundfloor,220000,forsale,1180,,,good,gas,56,1,,,true,,,true,,,,,10/18/22
19456,10094674,house,house,498000,forsale,2440,installed,2002,asnew,gas,269,3,424,true,true,175,,true,,,,,10/18/22
19457,10106739,house,mansion,499000,forsale,2060,hyperequipped,1890,justrenovated,gas,165,3,87,,true,,true,,,,,,10/18/22
19458,10041217,house,farmhouse,499000,forsale,4287,installed,,good,gas,225,3,1835,true,true,1115,true,true,,4,6,,10/18/22
19459,10123136,house,house,499900,forsale,1790,installed,1977,asnew,fueloil,336,3,772,,true,,true,,,1,,,10/18/22
19460,10098128,house,exceptionalproperty,500000,forsale,6940,installed,1960,asnew,fueloil,417,5,5763,true,true,5763,,,,1,3,,10/18/22
19461,10016896,house,house,525000,forsale,1790,hyperequipped,2007,good,gas,147,4,781,,,673,true,true,,1,2,,10/18/22
19462,10036609,house,exceptionalproperty,525000,forsale,7830,semiequipped,1976,good,fueloil,328,4,11190,,true,,true,,,2,5,,10/18/22
19463,9748241,house,villa,535000,forsale,7742,hyperequipped,,,,217,4,2151,,,,true,,,3,,,10/18/22
19464,10092588,house,villa,549000,forsale,1700,installed,1959,torenovate,gas,701,4,667,true,true,,true,true,,1,,,10/18/22
19465,9998010,house,house,549000,forsale,3300,hyperequipped,1987,good,gas,294,5,1154,true,true,700,true,true,,2,5,,10/18/22
19466,9722703,house,apartmentblock,550000,forsale,4800,installed,,good,fueloil,249,7,2505,true,true,,,true,,3,,,10/18/22
19467,10025979,house,house,550000,forsale,6720,usahyperequipped,2010,asnew,,131,2,892,,,,,,,2,,,10/18/22
19468,10046771,house,house,550000,forsale,8000,,1997,asnew,gas,187,4,0,,true,,true,,,,,,10/18/22
19469,10075636,house,house,550000,forsale,8200,,1954,,gas,531,5,1098,,true,,true,true,,,,,10/18/22
19470,9975864,house,house,575000,forsale,5031,installed,1990,good,gas,232,4,3828,,true,,true,true,,2,,,10/18/22
19471,10119694,house,villa,575000,forsale,6500,usahyperequipped,2008,asnew,,155,3,2150,,,2150,true,,,1,3,,10/18/22
19472,10092156,house,house,575000,forsale,9052,,1978,good,electric,933,2,1027,,,,,,,1,2,,10/18/22
19473,9776906,house,house,581000,forsale,1320,usahyperequipped,2022,asnew,gas,,3,1465,true,,,true,,,1,2,,10/18/22
19474,10096727,house,villa,589000,forsale,9450,installed,1965,good,gas,514,4,1868,true,true,,true,true,,2,8,,10/18/22
19475,10128196,house,mixedusebuilding,590000,forsale,4020,hyperequipped,1932,good,gas,339,3,0,,true,,true,true,,1,,,10/18/22
19476,9907309,house,house,595000,forsale,3670,usainstalled,1986,good,fueloil,291,3,10525,,true,,true,true,,1,3,,10/18/22
19477,10034532,house,house,595000,forsale,6900,hyperequipped,,good,fueloil,334,7,1594,true,true,859,true,true,true,1,5,,10/18/22
19478,10052806,house,exceptionalproperty,599000,forsale,5310,semiequipped,1890,tobedoneup,fueloil,304,7,2467,,true,1073,true,true,,1,4,,10/18/22
19479,10050951,house,house,599000,forsale,9280,,,,gas,450,3,1376,,,,,,,,,,10/18/22
19481,10085904,house,villa,619000,forsale,9300,installed,1969,torenovate,fueloil,301,4,1283,true,,,true,,,2,3,,10/18/22
19482,9863953,house,house,625000,forsale,7133,installed,1850,justrenovated,fueloil,422,4,4467,,true,4000,true,,true,1,1,,10/18/22
19483,10089693,house,villa,625000,forsale,8560,installed,1994,asnew,gas,285,3,934,,,,,,,,,,10/18/22
19484,10091179,house,villa,645000,forsale,1652,installed,1988,good,fueloil,335,3,1100,,,,,,,1,4,,10/18/22
19485,10093457,house,villa,645000,forsale,7850,installed,1982,good,fueloil,230,4,2763,true,,2505,true,true,,1,4,,10/18/22
19486,10102472,house,house,395000,forsale,7000,semiequipped,,good,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19487,10102510,house,otherproperty,395000,forsale,7000,semiequipped,,tobedoneup,fueloil,717,5,660,true,true,450,true,true,true,2,,,10/18/22
19488,10158614,house,villa,535000,forsale,3600,installed,1983,good,gas,173,3,1222,,true,,true,,,1,,,10/18/22
19489,10158612,house,house,485000,forsale,1800,usainstalled,1918,good,gas,198,6,230,,true,56,,true,,2,,,10/18/22
19490,10158611,house,house,150000,forsale,7643,,,,fueloil,473,4,385,,,,,,,1,,,10/18/22
19491,10158609,house,villa,285000,forsale,7301,installed,,justrenovated,fueloil,184,4,0,,,,true,,true,1,3,,10/18/22
19492,10158607,house,otherproperty,385000,forsale,7600,,,tobedoneup,,,24,0,,,,,,,,,,10/18/22
19493,10158604,apartment,groundfloor,220000,forsale,1180,,,good,gas,56,1,,,true,,,true,,,,,10/18/22
19494,10099562,house,villa,645000,forsale,9070,hyperequipped,1989,asnew,gas,269,3,764,true,,450,true,true,,1,4,,10/18/22
19495,9973697,house,house,649000,forsale,9880,installed,2002,good,gas,194,4,900,,,1,true,,,,,,10/18/22
19496,10021752,house,villa,665000,forsale,1653,installed,1973,tobedoneup,fueloil,547,4,1580,true,true,,true,true,,2,8,,10/18/22
19497,9938543,house,mixedusebuilding,675000,forsale,4750,installed,1974,good,fueloil,446,9,2604,,,,,,,3,,,10/18/22
19498,10114674,house,house,689000,forsale,3090,installed,1969,tobedoneup,gas,274,5,802,,true,802,true,true,,2,3,,10/18/22
19499,10063339,house,villa,691000,forsale,3294,hyperequipped,1995,asnew,fueloil,205,3,1526,,,1,true,,,,,,10/18/22
19500,10081130,house,villa,710000,forsale,1390,usahyperequipped,2007,asnew,,153,3,2000,,,,true,,,,,,10/18/22
19501,10016887,house,house,725000,forsale,1060,semiequipped,1876,tobedoneup,gas,247,6,0,true,true,50,true,true,,,,,10/18/22
19502,9979776,house,house,725000,forsale,3300,installed,,good,electric,,7,370,,,,true,,,,,,10/18/22
19503,9732885,house,house,735000,forsale,2100,installed,,good,gas,319,6,195,,true,,true,,,22,,,10/18/22
19504,10032215,house,mixedusebuilding,745000,forsale,6690,hyperequipped,1864,justrenovated,,110,8,7040,,,,,,,4,,,10/18/22
19505,9786554,house,house,750000,forsale,8650,installed,,good,gas,94,1,157,,,,true,,,,,,10/18/22
19506,10103932,house,house,815000,forsale,3010,installed,,asnew,gas,157,3,297,,true,172,true,,,,,,10/18/22
19508,10069960,house,exceptionalproperty,825000,forsale,9340,hyperequipped,1997,good,fueloil,195,6,2275,true,,2000,true,true,true,2,5,,10/18/22
